,weight,height,label,predict,
3945,0.7,0.815,fat,fat,
3946,0.49,0.775,normal,normal,
3947,0.7,0.855,normal,normal,
3948,0.45,0.725,normal,normal,
3949,0.56,0.88,thin,thin,
3950,0.65,0.95,thin,thin,
3951,0.36,0.75,thin,thin,
3952,0.48,0.655,fat,fat,
3953,0.76,0.86,fat,fat,
3954,0.35,0.835,thin,thin,
3955,0.54,0.85,normal,normal,
3956,0.6,0.725,fat,fat,
3957,0.58,0.945,thin,thin,
3958,0.58,0.81,normal,normal,
3959,0.45,0.68,normal,normal,
3960,0.61,0.66,fat,fat,
3961,0.8,0.705,fat,fat,
3962,0.44,0.745,normal,normal,
3963,0.61,0.99,thin,thin,
3964,0.63,0.905,normal,normal,
3965,0.35,0.81,thin,thin,
3966,0.56,0.735,fat,fat,
3967,0.63,0.675,fat,fat,
3968,0.5,0.86,thin,thin,
3969,0.67,0.98,thin,thin,
3970,0.58,0.605,fat,fat,
3971,0.49,0.99,thin,thin,
3972,0.79,0.915,normal,normal,
3973,0.58,0.76,fat,normal,
3974,0.71,0.86,normal,normal,
3975,0.44,0.625,fat,fat,
3976,0.45,0.75,normal,normal,
3977,0.69,0.9,normal,normal,
3978,0.79,0.69,fat,fat,
3979,0.71,0.81,fat,fat,
3980,0.78,0.705,fat,fat,
3981,0.59,0.79,normal,normal,
3982,0.59,0.9,thin,thin,
3983,0.5,0.82,normal,normal,
3984,0.54,0.65,fat,fat,
3985,0.74,0.84,fat,fat,
3986,0.44,0.775,thin,thin,
3987,0.6,0.965,thin,thin,
3988,0.36,0.675,normal,normal,
3989,0.52,0.885,thin,thin,
3990,0.5,0.64,fat,fat,
3991,0.35,0.87,thin,thin,
3992,0.49,0.95,thin,thin,
3993,0.56,0.64,fat,fat,
3994,0.37,0.665,normal,normal,
3995,0.62,0.865,normal,normal,
3996,0.41,0.7,normal,normal,
3997,0.58,0.835,normal,normal,
3998,0.43,0.955,thin,thin,
3999,0.39,0.745,thin,thin,
4000,0.42,0.98,thin,thin,
4001,0.41,0.84,thin,thin,
4002,0.8,0.95,normal,normal,
4003,0.35,0.71,thin,thin,
4004,0.76,0.815,fat,fat,
4005,0.41,0.605,fat,fat,
4006,0.68,0.675,fat,fat,
4007,0.46,0.935,thin,thin,
4008,0.41,0.725,normal,normal,
4009,0.61,0.605,fat,fat,
4010,0.44,0.79,thin,thin,
4011,0.63,0.945,thin,thin,
4012,0.41,0.74,normal,normal,
4013,0.4,0.625,fat,fat,
4014,0.62,0.75,fat,fat,
4015,0.39,0.805,thin,thin,
4016,0.73,0.71,fat,fat,
4017,0.37,0.985,thin,thin,
4018,0.73,0.96,normal,normal,
4019,0.4,0.705,normal,normal,
4020,0.79,0.895,normal,normal,
4021,0.51,0.71,fat,fat,
4022,0.71,0.815,fat,fat,
4023,0.65,0.755,fat,fat,
4024,0.67,0.955,thin,normal,
4025,0.75,0.825,fat,fat,
4026,0.74,0.97,normal,normal,
4027,0.38,0.94,thin,thin,
4028,0.39,0.645,normal,normal,
4029,0.65,0.95,thin,thin,
4030,0.79,0.915,normal,normal,
4031,0.68,0.855,normal,normal,
4032,0.38,0.87,thin,thin,
4033,0.71,0.82,fat,fat,
4034,0.75,0.805,fat,fat,
4035,0.74,0.615,fat,fat,
4036,0.56,0.775,normal,normal,
4037,0.69,0.86,normal,normal,
4038,0.69,0.73,fat,fat,
4039,0.42,0.755,thin,thin,
4040,0.5,0.755,normal,normal,
4041,0.71,0.69,fat,fat,
4042,0.38,0.955,thin,thin,
4043,0.72,0.98,normal,normal,
4044,0.48,0.65,fat,fat,
4045,0.69,0.615,fat,fat,
4046,0.59,0.925,thin,thin,
4047,0.69,0.83,fat,normal,
4048,0.7,0.92,normal,normal,
4049,0.55,0.74,fat,normal,
4050,0.54,0.75,normal,normal,
4051,0.58,0.87,normal,normal,
4052,0.8,1,normal,normal,
4053,0.55,0.86,normal,normal,
4054,0.65,0.675,fat,fat,
4055,0.67,0.605,fat,fat,
4056,0.76,0.7,fat,fat,
4057,0.65,0.87,normal,normal,
4058,0.52,0.995,thin,thin,
4059,0.36,0.605,normal,normal,
4060,0.46,0.905,thin,thin,
4061,0.63,0.81,normal,normal,
4062,0.52,0.66,fat,fat,
4063,0.69,0.845,normal,normal,
4064,0.71,0.745,fat,fat,
4065,0.76,0.87,fat,normal,
4066,0.52,0.7,fat,fat,
4067,0.43,0.86,thin,thin,
4068,0.39,0.795,thin,thin,
4069,0.53,0.635,fat,fat,
4070,0.58,0.79,normal,normal,
4071,0.79,0.755,fat,fat,
4072,0.66,0.79,fat,fat,
4073,0.65,0.815,normal,normal,
4074,0.39,0.685,normal,normal,
4075,0.62,0.815,normal,normal,
4076,0.46,0.885,thin,thin,
4077,0.68,0.915,normal,normal,
4078,0.75,0.97,normal,normal,
4079,0.71,0.99,thin,normal,
4080,0.46,0.86,thin,thin,
4081,0.35,0.915,thin,thin,
4082,0.8,0.785,fat,fat,
4083,0.66,0.92,normal,normal,
4084,0.68,0.74,fat,fat,
4085,0.71,0.65,fat,fat,
4086,0.38,0.66,normal,normal,
4087,0.65,0.635,fat,fat,
4088,0.8,1,normal,normal,
4089,0.56,0.69,fat,fat,
4090,0.51,0.865,thin,thin,
4091,0.64,0.75,fat,fat,
4092,0.66,0.935,normal,normal,
4093,0.57,0.605,fat,fat,
4094,0.54,0.71,fat,fat,
4095,0.67,0.955,thin,normal,
4096,0.55,0.645,fat,fat,
4097,0.36,0.955,thin,thin,
4098,0.78,0.925,normal,normal,
4099,0.69,0.765,fat,fat,
4100,0.44,0.73,normal,normal,
4101,0.35,0.69,thin,normal,
4102,0.39,0.85,thin,thin,
4103,0.58,0.79,normal,normal,
4104,0.45,0.945,thin,thin,
4105,0.79,0.99,normal,normal,
4106,0.57,0.885,thin,thin,
4107,0.8,0.685,fat,fat,
4108,0.35,0.69,thin,normal,
4109,0.63,0.955,thin,thin,
4110,0.5,0.795,normal,normal,
4111,0.44,0.785,thin,thin,
4112,0.78,0.885,normal,normal,
4113,0.71,0.78,fat,fat,
4114,0.46,0.76,normal,normal,
4115,0.37,0.81,thin,thin,
4116,0.35,0.74,thin,thin,
4117,0.59,0.86,normal,normal,
4118,0.72,0.995,thin,normal,
4119,0.51,0.98,thin,thin,
4120,0.52,0.75,normal,normal,
4121,0.74,0.955,normal,normal,
4122,0.58,0.745,fat,fat,
4123,0.59,0.71,fat,fat,
4124,0.78,0.91,normal,normal,
4125,0.74,0.99,normal,normal,
4126,0.6,0.71,fat,fat,
4127,0.74,0.815,fat,fat,
4128,0.4,0.67,normal,normal,
4129,0.77,0.74,fat,fat,
4130,0.4,0.85,thin,thin,
4131,0.8,0.625,fat,fat,
4132,0.57,0.875,normal,normal,
4133,0.44,0.63,fat,fat,
4134,0.64,0.75,fat,fat,
4135,0.66,0.66,fat,fat,
4136,0.49,0.975,thin,thin,
4137,0.45,0.71,normal,normal,
4138,0.61,0.815,normal,normal,
4139,0.57,0.755,normal,normal,
4140,0.65,0.73,fat,fat,
4141,0.58,0.93,thin,thin,
4142,0.38,0.63,normal,normal,
4143,0.45,0.99,thin,thin,
4144,0.41,0.865,thin,thin,
4145,0.65,0.915,normal,normal,
4146,0.41,0.875,thin,thin,
4147,0.4,0.91,thin,thin,
4148,0.58,0.64,fat,fat,
4149,0.77,0.97,normal,normal,
4150,0.59,0.6,fat,fat,
4151,0.7,0.81,fat,fat,
4152,0.48,0.67,fat,fat,
4153,0.8,0.66,fat,fat,
4154,0.44,0.99,thin,thin,
4155,0.57,0.685,fat,fat,
4156,0.67,0.795,fat,fat,
4157,0.57,0.855,normal,normal,
4158,0.38,0.73,thin,thin,
4159,0.55,0.64,fat,fat,
4160,0.4,0.885,thin,thin,
4161,0.64,0.87,normal,normal,
4162,0.47,0.815,thin,thin,
4163,0.58,0.81,normal,normal,
4164,0.46,0.77,normal,normal,
4165,0.68,0.895,normal,normal,
4166,0.55,0.865,thin,thin,
4167,0.46,0.815,thin,thin,
4168,0.42,0.895,thin,thin,
4169,0.54,0.975,thin,thin,
4170,0.4,0.79,thin,thin,
4171,0.63,0.97,thin,thin,
4172,0.52,0.98,thin,thin,
4173,0.57,0.795,normal,normal,
4174,0.42,0.87,thin,thin,
4175,0.61,0.87,normal,normal,
4176,0.48,0.755,normal,normal,
4177,0.71,0.93,normal,normal,
4178,0.5,0.615,fat,fat,
4179,0.8,0.665,fat,fat,
4180,0.74,0.665,fat,fat,
4181,0.47,0.67,fat,fat,
4182,0.66,0.785,fat,fat,
4183,0.56,0.67,fat,fat,
4184,0.39,0.805,thin,thin,
4185,0.52,0.89,thin,thin,
4186,0.49,0.9,thin,thin,
4187,0.8,0.71,fat,fat,
4188,0.55,0.615,fat,fat,
4189,0.79,0.895,normal,normal,
4190,0.6,0.635,fat,fat,
4191,0.46,0.915,thin,thin,
4192,0.41,0.925,thin,thin,
4193,0.73,0.79,fat,fat,
4194,0.79,0.99,normal,normal,
4195,0.72,0.91,normal,normal,
4196,0.55,0.925,thin,thin,
4197,0.42,0.705,normal,normal,
4198,0.72,0.925,normal,normal,
4199,0.79,0.835,fat,fat,
4200,0.4,0.85,thin,thin,
4201,0.5,0.965,thin,thin,
4202,0.42,0.835,thin,thin,
4203,0.46,0.88,thin,thin,
4204,0.57,0.6,fat,fat,
4205,0.79,0.615,fat,fat,
4206,0.48,0.86,thin,thin,
4207,0.59,0.635,fat,fat,
4208,0.69,0.84,normal,normal,
4209,0.74,0.875,normal,normal,
4210,0.76,0.795,fat,fat,
4211,0.48,0.805,normal,thin,
4212,0.43,0.805,thin,thin,
4213,0.35,0.935,thin,thin,
4214,0.65,0.995,thin,thin,
4215,0.77,0.935,normal,normal,
4216,0.65,0.82,normal,normal,
4217,0.36,0.675,normal,normal,
4218,0.61,0.625,fat,fat,
4219,0.43,0.855,thin,thin,
4220,0.43,0.77,thin,thin,
4221,0.61,0.705,fat,fat,
4222,0.73,0.72,fat,fat,
4223,0.5,0.93,thin,thin,
4224,0.63,0.915,normal,normal,
4225,0.35,0.91,thin,thin,
4226,0.71,0.985,thin,normal,
4227,0.46,0.81,thin,thin,
4228,0.53,0.935,thin,thin,
4229,0.49,0.785,normal,normal,
4230,0.57,0.675,fat,fat,
4231,0.69,0.66,fat,fat,
4232,0.76,0.91,normal,normal,
4233,0.7,0.945,normal,normal,
4234,0.79,0.995,normal,normal,
4235,0.56,0.65,fat,fat,
4236,0.64,0.7,fat,fat,
4237,0.67,0.85,normal,normal,
4238,0.77,0.93,normal,normal,
4239,0.37,1,thin,thin,
4240,0.56,0.915,thin,thin,
4241,0.57,0.91,thin,thin,
4242,0.57,0.775,normal,normal,
4243,0.4,0.62,fat,fat,
4244,0.51,0.675,fat,fat,
4245,0.69,0.67,fat,fat,
4246,0.4,0.8,thin,thin,
4247,0.42,0.74,normal,normal,
4248,0.44,0.71,normal,normal,
4249,0.47,0.64,fat,fat,
4250,0.52,0.83,normal,normal,
4251,0.56,0.955,thin,thin,
4252,0.61,0.72,fat,fat,
4253,0.39,0.785,thin,thin,
4254,0.42,0.77,thin,thin,
4255,0.63,0.62,fat,fat,
4256,0.48,0.745,normal,normal,
4257,0.37,0.72,thin,thin,
4258,0.44,0.955,thin,thin,
4259,0.67,1,thin,thin,
4260,0.52,0.705,fat,fat,
4261,0.38,0.8,thin,thin,
4262,0.5,0.77,normal,normal,
4263,0.77,0.995,normal,normal,
4264,0.67,0.66,fat,fat,
4265,0.37,0.665,normal,normal,
4266,0.35,0.645,normal,normal,
4267,0.49,0.92,thin,thin,
4268,0.63,0.74,fat,fat,
4269,0.63,0.89,normal,normal,
4270,0.37,0.99,thin,thin,
4271,0.45,0.8,thin,thin,
4272,0.39,0.93,thin,thin,
4273,0.76,0.76,fat,fat,
4274,0.36,0.645,normal,normal,
4275,0.8,0.86,fat,fat,
4276,0.39,0.605,fat,fat,
4277,0.59,0.715,fat,fat,
4278,0.63,0.84,normal,normal,
4279,0.62,0.975,thin,thin,
4280,0.41,0.67,normal,normal,
4281,0.54,0.655,fat,fat,
4282,0.53,0.88,thin,thin,
4283,0.58,0.75,fat,fat,
4284,0.48,0.605,fat,fat,
4285,0.72,0.945,normal,normal,
4286,0.75,0.745,fat,fat,
4287,0.75,0.765,fat,fat,
4288,0.78,0.735,fat,fat,
4289,0.46,0.965,thin,thin,
4290,0.44,0.99,thin,thin,
4291,0.37,0.675,normal,normal,
4292,0.77,0.745,fat,fat,
4293,0.35,0.645,normal,normal,
4294,0.47,0.805,thin,thin,
4295,0.61,0.86,normal,normal,
4296,0.53,0.96,thin,thin,
4297,0.65,0.755,fat,fat,
4298,0.77,0.775,fat,fat,
4299,0.39,0.825,thin,thin,
4300,0.38,0.705,normal,normal,
4301,0.47,0.82,thin,thin,
4302,0.77,1,normal,normal,
4303,0.66,0.935,normal,normal,
4304,0.62,0.81,normal,normal,
4305,0.62,0.635,fat,fat,
4306,0.72,0.605,fat,fat,
4307,0.45,0.725,normal,normal,
4308,0.41,0.785,thin,thin,
4309,0.51,0.655,fat,fat,
4310,0.7,0.62,fat,fat,
4311,0.73,0.825,fat,fat,
4312,0.43,0.76,normal,normal,
4313,0.76,0.98,normal,normal,
4314,0.46,0.91,thin,thin,
4315,0.36,0.975,thin,thin,
4316,0.52,0.97,thin,thin,
4317,0.55,0.91,thin,thin,
4318,0.76,0.705,fat,fat,
4319,0.45,0.83,thin,thin,
4320,0.51,0.6,fat,fat,
4321,0.56,0.94,thin,thin,
4322,0.68,0.845,normal,normal,
4323,0.39,0.955,thin,thin,
4324,0.58,0.625,fat,fat,
4325,0.52,0.62,fat,fat,
4326,0.6,0.78,normal,normal,
4327,0.65,0.76,fat,fat,
4328,0.46,0.83,thin,thin,
4329,0.66,0.605,fat,fat,
4330,0.38,0.715,normal,normal,
4331,0.76,0.65,fat,fat,
4332,0.41,0.615,fat,fat,
4333,0.75,0.755,fat,fat,
4334,0.77,0.84,fat,fat,
4335,0.36,0.685,normal,normal,
4336,0.65,0.82,normal,normal,
4337,0.38,0.97,thin,thin,
4338,0.45,0.995,thin,thin,
4339,0.73,0.885,normal,normal,
4340,0.35,0.955,thin,thin,
4341,0.71,0.965,normal,normal,
4342,0.69,0.62,fat,fat,
4343,0.72,0.63,fat,fat,
4344,0.78,0.755,fat,fat,
4345,0.38,0.805,thin,thin,
4346,0.39,0.92,thin,thin,
4347,0.45,0.965,thin,thin,
4348,0.7,0.825,fat,fat,
4349,0.62,0.78,fat,fat,
4350,0.39,0.815,thin,thin,
4351,0.36,0.93,thin,thin,
4352,0.45,0.825,thin,thin,
4353,0.4,0.78,thin,thin,
4354,0.74,0.935,normal,normal,
4355,0.35,0.815,thin,thin,
4356,0.69,0.9,normal,normal,
4357,0.59,0.605,fat,fat,
4358,0.54,0.86,thin,thin,
4359,0.68,0.605,fat,fat,
4360,0.57,0.665,fat,fat,
4361,0.4,0.67,normal,normal,
4362,0.42,0.965,thin,thin,
4363,0.62,0.78,fat,fat,
4364,0.67,0.86,normal,normal,
4365,0.4,0.895,thin,thin,
4366,0.39,0.775,thin,thin,
4367,0.36,0.605,normal,normal,
4368,0.73,0.85,fat,fat,
4369,0.62,1,thin,thin,
4370,0.7,0.79,fat,fat,
4371,0.77,0.94,normal,normal,
4372,0.5,0.79,normal,normal,
4373,0.45,0.99,thin,thin,
4374,0.68,0.7,fat,fat,
4375,0.51,0.94,thin,thin,
4376,0.36,0.755,thin,thin,
4377,0.59,0.765,fat,fat,
4378,0.52,0.68,fat,fat,
4379,0.49,0.98,thin,thin,
4380,0.41,0.76,thin,thin,
4381,0.57,0.93,thin,thin,
4382,0.65,0.73,fat,fat,
4383,0.48,0.94,thin,thin,
4384,0.71,0.775,fat,fat,
4385,0.78,0.63,fat,fat,
4386,0.41,0.695,normal,normal,
4387,0.4,0.865,thin,thin,
4388,0.66,0.86,normal,normal,
4389,0.52,0.85,thin,thin,
4390,0.53,0.775,normal,normal,
4391,0.63,0.725,fat,fat,
4392,0.68,0.87,normal,normal,
4393,0.53,0.97,thin,thin,
4394,0.73,0.905,normal,normal,
4395,0.58,0.75,fat,fat,
4396,0.43,0.875,thin,thin,
4397,0.46,0.855,thin,thin,
4398,0.74,0.61,fat,fat,
4399,0.49,0.815,thin,thin,
4400,0.37,0.825,thin,thin,
4401,0.8,0.915,normal,normal,
4402,0.66,0.83,normal,normal,
4403,0.57,0.935,thin,thin,
4404,0.41,0.7,normal,normal,
4405,0.39,0.995,thin,thin,
4406,0.59,0.725,fat,fat,
4407,0.63,0.815,normal,normal,
4408,0.55,0.855,normal,normal,
4409,0.57,0.75,fat,fat,
4410,0.79,0.96,normal,normal,
4411,0.49,0.63,fat,fat,
4412,0.49,0.735,normal,normal,
4413,0.64,0.925,normal,normal,
4414,0.53,0.65,fat,fat,
4415,0.79,0.92,normal,normal,
4416,0.69,0.795,fat,fat,
4417,0.63,0.79,fat,fat,
4418,0.53,0.75,normal,normal,
4419,0.54,0.92,thin,thin,
4420,0.58,0.755,fat,fat,
4421,0.56,0.86,normal,normal,
4422,0.44,0.895,thin,thin,
4423,0.75,0.735,fat,fat,
4424,0.76,0.74,fat,fat,
4425,0.71,0.94,normal,normal,
4426,0.42,0.755,thin,thin,
4427,0.43,0.64,fat,fat,
4428,0.35,0.755,thin,thin,
4429,0.4,0.71,normal,normal,
4430,0.37,0.975,thin,thin,
4431,0.64,0.83,normal,normal,
4432,0.66,0.78,fat,fat,
4433,0.55,0.675,fat,fat,
4434,0.5,0.79,normal,normal,
4435,0.54,0.625,fat,fat,
4436,0.42,0.845,thin,thin,
4437,0.7,0.735,fat,fat,
4438,0.64,0.92,normal,normal,
4439,0.59,0.605,fat,fat,
4440,0.5,0.73,normal,normal,
4441,0.63,0.745,fat,fat,
4442,0.51,0.91,thin,thin,
4443,0.42,0.995,thin,thin,
4444,0.35,0.77,thin,thin,
4445,0.66,0.97,thin,thin,
4446,0.44,0.955,thin,thin,
4447,0.69,0.985,thin,thin,
4448,0.46,0.83,thin,thin,
4449,0.61,0.72,fat,fat,
4450,0.77,0.86,fat,fat,
4451,0.59,0.79,normal,normal,
4452,0.46,0.74,normal,normal,
4453,0.53,0.745,normal,normal,
4454,0.65,0.89,normal,normal,
4455,0.77,0.93,normal,normal,
4456,0.7,0.865,normal,normal,
4457,0.7,0.855,normal,normal,
4458,0.76,0.635,fat,fat,
4459,0.58,0.775,normal,normal,
4460,0.6,0.86,normal,normal,
4461,0.79,0.97,normal,normal,
4462,0.48,0.805,normal,thin,
4463,0.41,0.725,normal,normal,
4464,0.45,0.79,thin,thin,
4465,0.68,0.71,fat,fat,
4466,0.47,0.68,fat,fat,
4467,0.71,0.81,fat,fat,
4468,0.45,0.965,thin,thin,
4469,0.54,0.825,normal,normal,
4470,0.66,0.72,fat,fat,
4471,0.7,0.69,fat,fat,
4472,0.38,0.655,normal,normal,
4473,0.36,0.745,thin,thin,
4474,0.55,0.88,thin,thin,
4475,0.51,0.7,fat,fat,
4476,0.61,0.725,fat,fat,
4477,0.68,0.965,thin,normal,
4478,0.67,0.825,normal,normal,
4479,0.46,0.895,thin,thin,
4480,0.53,0.94,thin,thin,
4481,0.57,0.925,thin,thin,
4482,0.78,0.77,fat,fat,
4483,0.6,0.79,normal,normal,
4484,0.65,0.785,fat,fat,
4485,0.73,0.77,fat,fat,
4486,0.76,0.85,fat,fat,
4487,0.67,0.73,fat,fat,
4488,0.51,0.745,normal,normal,
4489,0.68,0.985,thin,thin,
4490,0.43,0.76,normal,normal,
4491,0.78,0.955,normal,normal,
4492,0.38,0.95,thin,thin,
4493,0.56,0.63,fat,fat,
4494,0.35,0.885,thin,thin,
4495,0.36,0.71,thin,thin,
4496,0.63,0.925,thin,normal,
4497,0.72,0.615,fat,fat,
4498,0.39,0.805,thin,thin,
4499,0.43,0.645,fat,fat,
4500,0.39,0.78,thin,thin,
4501,0.43,0.94,thin,thin,
4502,0.74,0.69,fat,fat,
4503,0.46,0.64,fat,fat,
4504,0.49,0.99,thin,thin,
4505,0.46,0.715,normal,normal,
4506,0.56,0.715,fat,fat,
4507,0.68,0.815,fat,fat,
4508,0.67,0.785,fat,fat,
4509,0.37,0.735,thin,thin,
4510,0.37,0.74,thin,thin,
4511,0.65,0.93,normal,normal,
4512,0.55,0.835,normal,normal,
4513,0.76,0.85,fat,fat,
4514,0.44,0.64,fat,fat,
4515,0.66,0.82,normal,normal,
4516,0.44,0.955,thin,thin,
4517,0.51,0.925,thin,thin,
4518,0.64,0.83,normal,normal,
4519,0.77,0.6,fat,fat,
4520,0.62,0.77,fat,fat,
4521,0.67,0.845,normal,normal,
4522,0.53,0.93,thin,thin,
4523,0.64,1,thin,thin,
4524,0.45,0.66,fat,fat,
4525,0.59,0.65,fat,fat,
4526,0.61,0.78,fat,normal,
4527,0.55,0.61,fat,fat,
4528,0.51,0.725,normal,normal,
4529,0.76,0.605,fat,fat,
4530,0.6,0.8,normal,normal,
4531,0.42,0.755,thin,thin,
4532,0.36,0.62,normal,normal,
4533,0.69,0.615,fat,fat,
4534,0.37,0.865,thin,thin,
4535,0.49,1,thin,thin,
4536,0.47,0.625,fat,fat,
4537,0.65,0.715,fat,fat,
4538,0.74,0.845,fat,fat,
4539,0.38,0.625,normal,normal,
4540,0.76,0.73,fat,fat,
4541,0.62,0.73,fat,fat,
4542,0.79,0.96,normal,normal,
4543,0.45,0.855,thin,thin,
4544,0.41,0.81,thin,thin,
4545,0.69,0.92,normal,normal,
4546,0.68,0.91,normal,normal,
4547,0.6,0.735,fat,fat,
4548,0.73,0.92,normal,normal,
4549,0.76,0.895,normal,normal,
4550,0.49,0.635,fat,fat,
4551,0.46,0.66,fat,fat,
4552,0.6,0.71,fat,fat,
4553,0.56,0.885,thin,thin,
4554,0.54,0.87,thin,thin,
4555,0.6,0.935,thin,thin,
4556,0.68,0.94,normal,normal,
4557,0.52,0.635,fat,fat,
4558,0.68,0.82,fat,fat,
4559,0.42,0.8,thin,thin,
4560,0.59,0.965,thin,thin,
4561,0.48,0.85,thin,thin,
4562,0.51,0.68,fat,fat,
4563,0.7,0.7,fat,fat,
4564,0.55,0.78,normal,normal,
4565,0.59,0.67,fat,fat,
4566,0.46,0.855,thin,thin,
4567,0.52,0.835,normal,normal,
4568,0.73,0.715,fat,fat,
4569,0.59,0.915,thin,thin,
4570,0.37,0.84,thin,thin,
4571,0.77,0.87,fat,fat,
4572,0.35,0.78,thin,thin,
4573,0.79,0.895,normal,normal,
4574,0.52,0.655,fat,fat,
4575,0.67,0.99,thin,thin,
4576,0.49,0.855,thin,thin,
4577,0.54,0.625,fat,fat,
4578,0.72,0.64,fat,fat,
4579,0.68,0.9,normal,normal,
4580,0.53,0.81,normal,normal,
4581,0.41,0.78,thin,thin,
4582,0.66,0.94,normal,normal,
4583,0.43,0.715,normal,normal,
4584,0.37,0.965,thin,thin,
4585,0.58,0.845,normal,normal,
4586,0.61,0.665,fat,fat,
4587,0.36,0.675,normal,normal,
4588,0.38,0.7,normal,normal,
4589,0.7,0.68,fat,fat,
4590,0.77,0.93,normal,normal,
4591,0.49,0.79,normal,normal,
4592,0.65,0.885,normal,normal,
4593,0.45,0.665,fat,fat,
4594,0.64,0.995,thin,thin,
4595,0.42,0.75,normal,normal,
4596,0.37,0.64,normal,normal,
4597,0.48,0.89,thin,thin,
4598,0.52,0.6,fat,fat,
4599,0.51,0.975,thin,thin,
4600,0.67,0.64,fat,fat,
4601,0.61,0.975,thin,thin,
4602,0.5,0.935,thin,thin,
4603,0.8,0.81,fat,fat,
4604,0.56,0.67,fat,fat,
4605,0.44,0.965,thin,thin,
4606,0.62,0.705,fat,fat,
4607,0.73,0.66,fat,fat,
4608,0.48,0.88,thin,thin,
4609,0.54,0.905,thin,thin,
4610,0.64,0.755,fat,fat,
4611,0.67,0.94,normal,normal,
4612,0.69,0.665,fat,fat,
4613,0.56,0.745,fat,fat,
4614,0.8,0.64,fat,fat,
4615,0.45,0.87,thin,thin,
4616,0.67,0.8,fat,fat,
4617,0.78,0.97,normal,normal,
4618,0.7,0.7,fat,fat,
4619,0.5,0.865,thin,thin,
4620,0.36,0.96,thin,thin,
4621,0.74,0.915,normal,normal,
4622,0.77,0.76,fat,fat,
4623,0.5,0.855,thin,thin,
4624,0.47,0.69,normal,normal,
4625,0.7,0.735,fat,fat,
4626,0.78,0.655,fat,fat,
4627,0.63,0.625,fat,fat,
4628,0.44,0.9,thin,thin,
4629,0.66,0.71,fat,fat,
4630,0.46,0.84,thin,thin,
4631,0.78,0.75,fat,fat,
4632,0.49,0.69,fat,fat,
4633,0.78,0.9,normal,normal,
4634,0.52,0.63,fat,fat,
4635,0.79,0.75,fat,fat,
4636,0.44,0.83,thin,thin,
4637,0.56,0.945,thin,thin,
4638,0.5,0.9,thin,thin,
4639,0.45,0.905,thin,thin,
4640,0.35,0.705,thin,thin,
4641,0.36,0.725,thin,thin,
4642,0.46,0.8,thin,thin,
4643,0.76,0.985,normal,normal,
4644,0.66,0.865,normal,normal,
4645,0.54,0.88,thin,thin,
4646,0.52,0.96,thin,thin,
4647,0.69,0.61,fat,fat,
4648,0.72,0.81,fat,fat,
4649,0.78,0.66,fat,fat,
4650,0.78,0.765,fat,fat,
4651,0.52,0.675,fat,fat,
4652,0.76,0.81,fat,fat,
4653,0.39,0.93,thin,thin,
4654,0.62,0.855,normal,normal,
4655,0.41,0.86,thin,thin,
4656,0.73,0.645,fat,fat,
4657,0.54,0.84,normal,normal,
4658,0.38,0.61,fat,fat,
4659,0.5,0.65,fat,fat,
4660,0.79,0.68,fat,fat,
4661,0.69,0.895,normal,normal,
4662,0.53,0.995,thin,thin,
4663,0.43,0.935,thin,thin,
4664,0.5,0.715,normal,normal,
4665,0.35,0.905,thin,thin,
4666,0.59,0.81,normal,normal,
4667,0.63,0.63,fat,fat,
4668,0.75,0.76,fat,fat,
4669,0.46,0.68,normal,normal,
4670,0.54,0.78,normal,normal,
4671,0.35,0.79,thin,thin,
4672,0.4,0.67,normal,normal,
4673,0.56,0.64,fat,fat,
4674,0.68,0.7,fat,fat,
4675,0.77,0.605,fat,fat,
4676,0.54,0.92,thin,thin,
4677,0.62,0.625,fat,fat,
4678,0.52,0.685,fat,fat,
4679,0.74,0.735,fat,fat,
4680,0.41,0.9,thin,thin,
4681,0.71,0.83,fat,fat,
4682,0.74,0.81,fat,fat,
4683,0.6,0.755,fat,fat,
4684,0.35,0.64,normal,normal,
4685,0.38,0.745,thin,thin,
4686,0.52,0.88,thin,thin,
4687,0.47,0.79,normal,normal,
4688,0.54,0.835,normal,normal,
4689,0.68,0.98,thin,thin,
4690,0.49,0.705,normal,normal,
4691,0.35,0.7,thin,thin,
4692,0.62,0.665,fat,fat,
4693,0.6,0.68,fat,fat,
4694,0.45,0.9,thin,thin,
4695,0.76,0.745,fat,fat,
4696,0.56,0.925,thin,thin,
4697,0.74,0.685,fat,fat,
4698,0.57,0.67,fat,fat,
4699,0.36,0.695,normal,normal,
4700,0.73,0.65,fat,fat,
4701,0.53,0.67,fat,fat,
4702,0.64,0.61,fat,fat,
4703,0.58,0.855,normal,normal,
4704,0.65,0.655,fat,fat,
4705,0.54,0.67,fat,fat,
4706,0.39,0.85,thin,thin,
4707,0.53,0.885,thin,thin,
4708,0.46,0.9,thin,thin,
4709,0.65,0.6,fat,fat,
4710,0.57,0.95,thin,thin,
4711,0.45,0.75,normal,normal,
4712,0.55,0.98,thin,thin,
4713,0.39,0.995,thin,thin,
4714,0.78,0.9,normal,normal,
4715,0.45,0.97,thin,thin,
4716,0.68,0.755,fat,fat,
4717,0.47,0.71,normal,normal,
4718,0.57,0.63,fat,fat,
4719,0.76,0.78,fat,fat,
4720,0.38,0.885,thin,thin,
4721,0.74,0.92,normal,normal,
4722,0.59,0.79,normal,normal,
